gvkey,company_name,sector,sector_name,BM_ratio,BM_sector_rank,BM_sector_percentile,sector_threshold_bm,market_cap,price,eps,book_equity,dividend_yield_ttm,dlcq,dlttq,cheq,atq,cshoq,data_source
12833,DELEK LOGISTICS PARTNERS LP,10.0,Energy,0.042152070897261265,275.0,96.83098591549296,2.257060420565474,2311.51158,43.26,0.73,97.4350000000004,0.10090152565880722,5.534,2151.929,2.107,2395.454,53.433,Q1 Only
10504,TEXAS PACIFIC LAND CORP,10.0,Energy,0.0396045378854865,276.0,97.1830985915493,2.257060420565474,30457.54513,1324.99,5.25,1206.2569999999998,0.011728390402946437,,,463.796,1353.292,22.987,Q1 Only
170374,KINGSLAND ENERGY CORP,10.0,Energy,0.03924845538336879,277.0,97.53521126760563,2.257060420565474,0.78984,0.12,0.0,0.031000000000000003,0.0,0.0,0.01,0.049,0.05,6.582,Q1 Only
7959,NORTH EUROPEAN OIL RTY TR,10.0,Energy,0.032712840475917666,278.0,97.88732394366197,2.257060420565474,41.54332,4.52,0.03,1.359,0.10619469026548674,0.0,0.0,1.727,1.727,9.191,Q1 Only
24980,CROSS TIMBERS ROYALTY TRUST,10.0,Energy,0.02970134143254872,279.0,98.23943661971832,2.257060420565474,79.02,13.17,0.3,2.347,0.07552771450265756,0.0,0.0,1.936,4.287,6.0,Q1 Only
26203,FORUM ENERGY METALS CORP,10.0,Energy,0.021158392608668173,280.0,98.59154929577466,2.257060420565474,17.014525000000003,0.055,0.0,0.3599999999999999,0.0,0.0,0.0,0.676,2.536,309.355,Q1 Only
9393,SAN JUAN BASIN ROYALTY TR,10.0,Energy,0.0103900025982766,281.0,98.94366197183099,2.257060420565474,257.74777,5.53,0.0,2.678,0.004141048824593129,0.0,0.0,0.258,2.936,46.609,Q1 Only
9346,SABINE ROYALTY TRUST,10.0,Energy,0.009640751686389285,282.0,99.29577464788733,2.257060420565474,986.85251,67.69,1.24,9.514,0.07937066036342146,0.0,0.0,9.878,9.955,14.579,Q1 Only
8493,PERMIAN BASIN ROYALTY TRUST,10.0,Energy,0.00035505890416395145,283.0,99.64788732394366,2.257060420565474,461.89519,9.91,0.06,0.16400000000000015,0.04875882946518669,0.0,0.0,1.948,2.112,46.609,Q1 Only
165795,STRATOS RENEWABLES CORP,10.0,Energy,0.0003403780585904325,284.0,100.0,2.257060420565474,5.8758194,0.1199,0.0,0.002,0.0,0.0,0.0,0.006,0.006,49.006,Q1 Only
