gvkey,company_name,sector,sector_name,avg_PE,avg_MB,PE_rank,PE_percentile,MB_rank,MB_percentile,market_cap,price,eps,data_source
37357,UPSTART HOLDINGS INC,40.0,Financials,-1534.3333333333337,2.175032524386213,15.0,0.32523850823937556,3748.0,81.26626192541197,4376.16416,46.03,-0.03,Q1 Only
2573,CSP INC,45.0,Information Technology,-1534.0,1.8185423557104976,16.0,0.3469210754553339,3528.0,76.49609713790113,151.5592,15.34,-0.01,Q1 Only
28485,COLLIERS INTL GROUP INC,60.0,Real Estate,-1516.25,1.329865011131281,17.0,0.3686036426712923,3032.0,65.74154379878577,6140.6912,121.3,-0.08,Q1 Only
183324,PENNYMAC MORTGAGE INVEST TR,40.0,Financials,-1465.0,0.9068027166298762,18.0,0.39028620988725066,2261.0,49.024284475281874,1274.71115,14.65,-0.01,Q1 Only
39070,INTAPP INC,45.0,Information Technology,-1459.5,5.411689885126706,19.0,0.411968777103209,4400.0,95.40329575021683,4704.3187800000005,58.38,-0.04,Q1 Only
31236,APPIAN CORP,45.0,Information Technology,-1440.5,3.796464827904921,20.0,0.43365134431916735,4205.0,91.17519514310494,2138.2781999999997,28.81,-0.02,Q1 Only
24508,OOMA INC,45.0,Information Technology,-1437.0,2.612413887864875,21.0,0.4553339115351257,3919.0,84.97398091934085,391.68309,14.37,-0.01,Q1 Only
176256,PORTMAN RIDGE FINANCE CORP,40.0,Financials,-1435.0,0.8247893021559779,22.0,0.47701647875108416,2008.0,43.53859496964441,132.06304999999998,14.35,-0.01,Q1 Only
65702,CASELLA WASTE SYS INC  -CL A,20.0,Industrials,-1393.875,2.5044041492636944,23.0,0.4986990459670425,3880.0,84.12836079791848,7076.75913,111.51,-0.08,Q1 Only
17173,ACNB CORP,40.0,Financials,-1372.0,0.09493093205865,24.0,0.5203816131830009,484.0,10.49436253252385,433.99104,41.16,-0.03,Q1 Only
21847,HUBSPOT INC,45.0,Information Technology,-1360.2142857142858,7.309601885473354,25.0,0.5420641803989592,4493.0,97.41977450130095,29868.183779999996,571.29,-0.42,Q1 Only
64821,ALEXANDRIA R E EQUITIES INC,60.0,Real Estate,-1321.5714285714284,0.7637471121339363,26.0,0.5637467476149176,1813.0,39.31049436253252,15738.7263,92.51,-0.07,Q1 Only
185733,TAL EDUCATION GROUP,25.0,Consumer Discretionary,-1292.0,0.7875009044956203,27.0,0.5854293148308759,1883.0,40.82827406764961,7806.54824,12.92,-0.01,Q1 Only
20935,TRUPANION INC,40.0,Financials,-1242.3333333333337,1.673895279527738,28.0,0.6071118820468344,3394.0,73.5906331309627,1594.2615200000002,37.27,-0.03,Q1 Only
126474,BOYD GROUP SERVICES INC,20.0,Industrials,-1211.8916666666669,1.772540286960288,29.0,0.6287944492627927,3485.0,75.56374674761491,3122.026836,145.427,-0.12,Q1 Only
118122,APTIV PLC,25.0,Consumer Discretionary,-1190.0,0.8939802398060774,30.0,0.6504770164787511,2227.0,48.28707718993929,13314.7315,59.5,-0.05,Q1 Only
40383,CRESCENT ENERGY CO,10.0,Energy,-1124.0,0.5862022374850769,31.0,0.6721595836947094,1343.0,29.119687771032087,2191.4852800000003,11.24,-0.01,Q1 Only
35182,CROWDSTRIKE HOLDINGS INC,45.0,Information Technology,-1075.8648648648648,10.93303330039678,32.0,0.6938421509106678,4558.0,98.82914137033825,98670.40704,398.07,-0.37,Q1 Only
2285,BOEING CO,20.0,Industrials,-1065.9375,1.0123801810293047,33.0,0.7155247181266261,2523.0,54.705117085862966,128487.42405,170.55,-0.16,Q1 Only
28410,BARRETT BUSINESS SVCS INC,20.0,Industrials,-1028.75,1.0817035656533092,34.0,0.7372072853425846,2646.0,57.37207285342585,1056.6497,41.15,-0.04,Q1 Only
35604,CLOUDFLARE INC,45.0,Information Technology,-1024.4545454545455,10.37471458181223,35.0,0.7588898525585429,4550.0,98.65568083261059,39050.35301,112.69,-0.11,Q1 Only
33766,ARLO TECHNOLOGIES INC,45.0,Information Technology,-987.0,2.993469860505579,36.0,0.7805724197745013,4041.0,87.61925411968777,1019.62035,9.87,-0.01,Q1 Only
34053,RESIDEO TECHNOLOGIES,20.0,Industrials,-885.0,0.5305424820411196,37.0,0.8022549869904596,1221.0,26.474414570685166,2619.6,17.7,-0.02,Q1 Only
9216,ROGERS CORP,45.0,Information Technology,-844.125,0.7329217425847457,38.0,0.823937554206418,1709.0,37.05550737207285,1249.305,67.53,-0.08,Q1 Only
28295,TITAN INTERNATIONAL INC,20.0,Industrials,-839.0,0.6197815578520939,39.0,0.8456201214223764,1416.0,30.702515177797054,534.04028,8.39,-0.01,Q1 Only
45783,KARMAN HOLDINGS INC,20.0,Industrials,-835.5,5.395612599141186,40.0,0.8673026886383347,4397.0,95.33824804856896,4417.288500000001,33.42,-0.04,Q1 Only
144520,AMN HEALTHCARE SERVICES INC,35.0,Health Care,-815.3333333333334,0.7929474853692274,41.0,0.8889852558542931,1906.0,41.32697311361665,934.5187600000002,24.46,-0.03,Q1 Only
35451,ONEWATER MARINE INC,25.0,Consumer Discretionary,-809.0,0.7686907664826874,42.0,0.9106678230702514,1827.0,39.61405030355594,263.94433999999995,16.18,-0.02,Q1 Only
162401,HUNTSMAN CORP,15.0,Materials,-789.4999999999999,0.6562880323561947,43.0,0.9323503902862099,1522.0,33.00086730268863,2725.2750499999997,15.79,-0.02,Q1 Only
26494,ATLASSIAN CORP,45.0,Information Technology,-785.9629629629629,9.195059787046144,44.0,0.9540329575021683,4533.0,98.28707718993928,55844.97139,212.21,-0.27,Q1 Only
39818,UDEMY INC,25.0,Consumer Discretionary,-776.0,1.2599490135259697,45.0,0.9757155247181267,2945.0,63.855160450997396,1152.2436,7.76,-0.01,Q1 Only
20904,HOLOGIC INC,35.0,Health Care,-772.125,1.7173671320405846,46.0,0.997398091934085,3444.0,74.67476149176062,13765.07388,61.77,-0.08,Q1 Only
34970,AMERICAN HEALTHCARE REIT INC,60.0,Real Estate,-757.5,1.461331086943227,47.0,1.0190806591500434,3190.0,69.1673894189072,4819.6695,30.3,-0.04,Q1 Only
144396,CROSS COUNTRY HEALTHCARE INC,35.0,Health Care,-744.5,0.7049129782120142,48.0,1.0407632263660018,1650.0,35.77623590633131,483.58253,14.89,-0.02,Q1 Only
41995,HESAI GROUP,25.0,Consumer Discretionary,-740.0,2.0471859407240083,49.0,1.06244579358196,3675.0,79.683434518647,1941.168,14.8,-0.02,Q1 Only
148876,APPLE ISPORT GROUP INC,40.0,Financials,-730.0,4894.784146341463,50.0,1.0841283607979184,4612.0,100.0,1604.4232,7.3,-0.01,Q1 Only
27977,BOSTON OMAHA CORP,50.0,Communication Services,-729.0,0.6214653549340484,51.0,1.1058109280138768,1420.0,30.789245446660885,458.58474,14.58,-0.02,Q1 Only
184688,CHATHAM LODGING TRUST,60.0,Real Estate,-713.0,0.5917123647364859,52.0,1.1274934952298352,1354.0,29.35819601040763,349.24879,7.13,-0.01,Q1 Only
37953,RUMBLE INC,50.0,Communication Services,-707.0,5.352592004540782,53.0,1.1491760624457936,4394.0,95.27320034692107,2393.24449,7.07,-0.01,Q1 Only
34243,ELASTIC NV,45.0,Information Technology,-703.625,4.7442983382593455,54.0,1.1708586296617518,4327.0,93.82046834345186,11754.81554,112.58,-0.16,Q1 Only
4510,FMC CORP,15.0,Materials,-703.1666666666666,0.7706455194095365,55.0,1.1925411968777104,1833.0,39.74414570685169,5269.91071,42.19,-0.06,Q1 Only
1166,ASM INTERNATIONAL NV,45.0,Information Technology,-701.1203125,3.7471514668137207,56.0,1.2142237640936688,4199.0,91.0450997398092,22036.043153,448.717,-0.64,Q1 Only
177879,BLACKLINE SAFETY CORP,45.0,Information Technology,-698.0,3.155353828371993,57.0,1.235906331309627,4082.0,88.50823937554206,601.80164,6.98,-0.01,Q1 Only
5862,RAYONIER INC,60.0,Real Estate,-697.0,1.5495872980256036,58.0,1.2575888985255854,3290.0,71.33564614050304,4349.5030400000005,27.88,-0.04,Q1 Only
29359,SUN COMMUNITIES INC,60.0,Real Estate,-677.0526315789473,1.436598507173323,59.0,1.2792714657415438,3158.0,68.47354726799652,16412.920319999997,128.64,-0.19,Q1 Only
43855,BBB FOODS INC,30.0,Consumer Staples,-667.0,2.7652824017428146,60.0,1.3009540329575022,3972.0,86.12315698178664,2993.5226799999996,26.68,-0.04,Q1 Only
105728,SMARTCENTRES REIT,60.0,Real Estate,-632.25,0.7321581720152751,61.0,1.3226366001734606,1707.0,37.01214223764094,3659.15952,25.29,-0.04,Q1 Only
10121,NAVIENT CORP,40.0,Financials,-631.5,0.9215279375858684,62.0,1.3443191673894188,2308.0,50.043365134431916,1279.84842,12.63,-0.02,Q1 Only
264265,ALNYLAM PHARMACEUTICALS INC,35.0,Health Care,-613.6818181818181,8.37166313819011,63.0,1.3660017346053772,4518.0,97.9618386816999,35186.57622,270.02,-0.44,Q1 Only
186989,MARATHON PETROLEUM CORP,10.0,Energy,-607.0416666666666,0.8984505040853575,64.0,1.3876843018213356,2238.0,48.52558542931483,45018.21,145.69,-0.24,Q1 Only
43288,KLAVIYO INC,45.0,Information Technology,-605.2,5.60569372624435,65.0,1.409366869037294,4410.0,95.62012142237641,8338.35482,30.26,-0.05,Q1 Only
63927,UNITED NATURAL FOODS INC,30.0,Consumer Staples,-594.8,0.7080933902470573,66.0,1.4310494362532522,1655.0,35.8846487424111,1799.27,29.74,-0.05,Q1 Only
14561,COHERENT CORP,45.0,Information Technology,-590.3636363636364,0.9085217148702044,67.0,1.4527320034692108,2269.0,49.197745013009545,10088.23418,64.94,-0.11,Q1 Only
15444,CRH PLC,15.0,Materials,-586.4666666666667,1.409155387800697,68.0,1.4744145706851692,3135.0,67.9748482220295,59523.75689,87.97,-0.15,Q1 Only
176021,ALLOT LTD,45.0,Information Technology,-571.0,1.5045780754569098,69.0,1.4960971379011276,3237.0,70.18647007805724,225.72201,5.71,-0.01,Q1 Only
165856,H&E EQUIPMENT SERVICES INC,20.0,Industrials,-557.5882352941177,1.8932890674592804,70.0,1.5177797051170858,3579.0,77.601908065915,3475.75972,94.79,-0.17,Q1 Only
65376,SIGA TECHNOLOGIES INC,35.0,Health Care,-548.0,0.9327133125832268,71.0,1.5394622723330442,2349.0,50.93235039028621,391.49668,5.48,-0.01,Q1 Only
174428,INFUSYSTEM HOLDINGS INC,35.0,Health Care,-538.0,1.3996482614449284,72.0,1.5611448395490026,3119.0,67.62792714657415,112.84012,5.38,-0.01,Q1 Only
15208,FEDERAL HOME LOAN MORTG CORP,40.0,Financials,-535.0,0.932040687673872,73.0,1.5828274067649613,2345.0,50.84562012142237,17387.821,5.35,-0.01,Q1 Only
11191,VISHAY INTERTECHNOLOGY INC,45.0,Information Technology,-530.0,0.6293145966351463,74.0,1.6045099739809192,1442.0,31.26626192541197,2155.3086000000003,15.9,-0.03,Q1 Only
23671,NOKIA OYJ,45.0,Information Technology,-527.0,0.6261885695397749,75.0,1.6261925411968778,1435.0,31.114483954900262,28356.979369999997,5.27,-0.01,Q1 Only
179741,KKR & CO INC,40.0,Financials,-525.5,0.3600487700879236,76.0,1.647875108412836,922.0,19.991326973113615,102690.5825,115.61,-0.22,Q1 Only
126634,CAPSTONE COPPER CORP,15.0,Materials,-521.0,0.8030016495213315,77.0,1.6695576756287946,1933.0,41.91240242844753,3970.8015,5.21,-0.01,Q1 Only
176999,SARATOGA INVESTMENT CORP,40.0,Financials,-520.0,0.8156291332926019,78.0,1.6912402428447528,1979.0,42.909800520381616,394.758,26.0,-0.05,Q1 Only
30369,CI FINANCIAL CORP,40.0,Financials,-519.5,0.7881146090698972,79.0,1.7129228100607112,1885.0,40.871639202081525,4469.1546,31.17,-0.06,Q1 Only
7138,MAYS (J.W.) INC,60.0,Real Estate,-518.75,1.2359699363864804,80.0,1.7346053772766694,2909.0,63.0745880312229,83.664,41.5,-0.08,Q1 Only
31796,JAMIESON WELLNESS INC,30.0,Consumer Staples,-509.0,1.3510980945347772,81.0,1.756287944492628,3058.0,66.3052905464007,1273.79286,30.54,-0.06,Q1 Only
183903,CALIX INC,45.0,Information Technology,-506.2857142857142,2.2384879170532934,82.0,1.7779705117085862,3788.0,82.1335646140503,2328.2308,35.44,-0.07,Q1 Only
38022,SYMBOTIC INC,20.0,Industrials,-505.25,0.6429506436511838,83.0,1.7996530789245446,1488.0,32.263660017346055,2190.3800100000003,20.21,-0.04,Q1 Only
20129,MATERIALISE NV,45.0,Information Technology,-492.0,0.5151600688141875,84.0,1.8213356461405028,1190.0,25.80225498699046,290.60964,4.92,-0.01,Q1 Only
51314,NEWSMAX INC,50.0,Communication Services,-491.2352941176471,37.724434755415935,85.0,1.8430182133564614,4596.0,99.65307892454467,10704.47882,83.51,-0.17,Q1 Only
65286,AEHR TEST SYSTEMS,45.0,Information Technology,-482.0,1.81318068499454,86.0,1.8647007805724198,3523.0,76.38768430182134,286.9828,9.64,-0.02,Q1 Only
19602,TURTLE BEACH CORP,45.0,Information Technology,-475.6666666666667,1.3155057808148196,87.0,1.886383347788378,3013.0,65.32957502168256,283.2595,14.27,-0.03,Q1 Only
36404,DRAFTKINGS INC,25.0,Consumer Discretionary,-474.4285714285714,3.732967062630804,88.0,1.9080659150043366,4196.0,90.98005203816132,16483.41819,33.21,-0.07,Q1 Only
65986,BLACKBERRY LTD,45.0,Information Technology,-471.0,2.0912689178758876,89.0,1.9297484822202948,3703.0,80.29054640069384,2808.24801,4.71,-0.01,Q1 Only
190455,GUIDEWIRE SOFTWARE INC,45.0,Information Technology,-469.4888888888889,6.857491860315581,90.0,1.9514310494362535,4477.0,97.07285342584562,17721.53887,211.27,-0.45,Q1 Only
37895,COGNYTE SOFTWARE LTD,45.0,Information Technology,-465.5,1.1920988911654815,91.0,1.9731136166522116,2842.0,61.62185602775369,670.85067,9.31,-0.02,Q1 Only
36720,VASTA PLATFORM LTD,25.0,Consumer Discretionary,-453.0,0.375248898662659,92.0,1.99479618386817,945.0,20.49002601908066,363.3513,4.53,-0.01,Q1 Only
170655,QXO INC,20.0,Industrials,-451.3333333333333,0.0897697252364276,93.0,2.0164787510841284,469.0,10.169124024284475,5543.6822,13.54,-0.03,Q1 Only
22741,CHEMOURS CO,15.0,Materials,-451.0,0.8034426616175276,94.0,2.038161318300087,1935.0,41.955767562879444,2023.65504,13.53,-0.03,Q1 Only
187413,XUNLEI LTD  -ADS,45.0,Information Technology,-449.0,0.0696626188614003,95.0,2.059843885516045,402.0,8.716392020815263,280.05028,4.49,-0.01,Q1 Only
106464,FIRST QUANTUM MINERALS LTD,15.0,Materials,-448.3333333333333,0.7532700868486353,96.0,2.0815264527320037,1776.0,38.50823937554206,11220.0707,13.45,-0.03,Q1 Only
3969,DIODES INC,45.0,Information Technology,-431.7,0.7402231468195818,97.0,2.1032090199479616,1733.0,37.57588898525586,2002.87215,43.17,-0.1,Q1 Only
10411,TELEPHONE & DATA SYSTEMS INC,50.0,Communication Services,-430.44444444444446,0.6752630023640662,98.0,2.12489158716392,1574.0,34.128360797918475,4416.360000000001,38.74,-0.09,Q1 Only
33637,BRIGHTVIEW HOLDINGS,20.0,Industrials,-428.0,0.5912295476419634,99.0,2.146574154379879,1353.0,29.336513443191674,1226.22,12.84,-0.03,Q1 Only
35868,BILL HOLDINGS INC,45.0,Information Technology,-417.1818181818182,0.4382392213304852,100.0,2.168256721595837,1046.0,22.679965307892456,4713.3619,45.89,-0.11,Q1 Only
22082,JOINT CORP (THE),35.0,Health Care,-416.33333333333337,2.209865922221934,101.0,2.1899392888117952,3766.0,81.65654813529922,191.23439,12.49,-0.03,Q1 Only
165746,LIVE NATION ENTERTAINMENT,50.0,Communication Services,-408.06250000000006,1.452028719503876,102.0,2.2116218560277536,3172.0,68.77710320901996,30567.472200000004,130.58,-0.32,Q1 Only
25331,FRANKLIN COVEY CO,20.0,Industrials,-399.75,1.7118070841239723,103.0,2.233304423243712,3440.0,74.58803122289679,415.13238,31.98,-0.08,Q1 Only
15024,UNITED CORPORATIONS LTD,40.0,Financials,-399.4666666666667,0.3825138251475464,104.0,2.2549869904596704,952.0,20.64180398959237,1348.31984,119.84,-0.3,Q1 Only
13498,CARNIVAL CORPORATION & PLC,25.0,Consumer Discretionary,-398.83333333333337,1.214200679921706,105.0,2.276669557675629,2876.0,62.35906331309627,31372.23,23.93,-0.06,Q1 Only
186363,RLJ LODGING TRUST,60.0,Real Estate,-394.5,0.657287636468706,106.0,2.2983521248915872,1526.0,33.08759757155247,1198.70403,7.89,-0.02,Q1 Only
39321,GENEDX HOLDINGS CORP,35.0,Health Care,-385.0652173913043,5.563363685236207,107.0,2.3200346921075456,4405.0,95.51170858629662,2526.75945,88.565,-0.23,Q1 Only
37136,DWAVE QUANTUM INC,45.0,Information Technology,-380.0,5.984028255528254,108.0,2.3417172593235036,4436.0,96.18386816999133,2214.2675999999997,7.6,-0.02,Q1 Only
43188,LIBERTY MEDIA LIBERTY LIVE,50.0,Communication Services,-378.5555555555556,6.113876539398863,109.0,2.3633998265394625,4443.0,96.33564614050304,6258.18202,68.14,-0.18,Q1 Only
162254,CELANESE CORP,15.0,Materials,-378.4666666666667,0.7934564085873174,110.0,2.385082393755421,1907.0,41.348655680832614,6210.80831,56.77,-0.15,Q1 Only
29155,CARS.COM INC,50.0,Communication Services,-375.6666666666667,1.0539684575655426,111.0,2.406764960971379,2602.0,56.41803989592368,718.0117,11.27,-0.03,Q1 Only
38238,ALIGNMENT HEALTHCARE INC,35.0,Health Care,-372.4,3.94201668793692,112.0,2.4284475281873377,4232.0,91.76062445793582,3680.578160000001,18.62,-0.05,Q1 Only
32382,ROKU INC,50.0,Communication Services,-370.7368421052631,2.069699010065854,113.0,2.4501300954032956,3691.0,80.03035559410235,10330.51908,70.44,-0.19,Q1 Only
163968,ALTUS GROUP LTD,60.0,Real Estate,-367.5,1.466846220810472,114.0,2.471812662619254,3198.0,69.34084995663487,2311.49415,51.45,-0.14,Q1 Only
37461,CODERE ONLINE LUXEMBOURG SA,25.0,Consumer Discretionary,-362.5,4.013099168284286,115.0,2.4934952298352124,4244.0,92.02081526452733,328.4105,7.25,-0.02,Q1 Only
177856,QUAINT OAK BANCORP INC,40.0,Financials,-360.00000000000006,-0.032903525388703,116.0,2.515177797051171,190.0,4.11968777103209,28.3716,10.8,-0.03,Q1 Only
32980,AMERICOLD REALTY TRUST,60.0,Real Estate,-357.6666666666667,1.2796135752658115,117.0,2.5368603642671292,2962.0,64.22376409366869,6110.091200000001,21.46,-0.06,Q1 Only
165798,URANIUM ENERGY CORP,10.0,Energy,-353.0,3.0175208486725995,118.0,2.5585429314830876,4050.0,87.81439722463139,3024.5887199999997,7.06,-0.02,Q1 Only
156861,SOMNIGROUP INTERNATIONAL INC,25.0,Consumer Discretionary,-352.2352941176471,1.6892881541435345,119.0,2.580225498699046,3412.0,73.98091934084997,12311.328,59.88,-0.17,Q1 Only
11301,ELME COMMUNITIES,60.0,Real Estate,-347.99999999999994,1.2202158155680274,120.0,2.6019080659150045,2885.0,62.55420641803989,1533.9317999999998,17.4,-0.05,Q1 Only
185138,VISHAY PRECISION GROUP INC,45.0,Information Technology,-344.1428571428571,0.6394224629330536,121.0,2.6235906331309624,1475.0,31.981786643538594,319.36113,24.09,-0.07,Q1 Only
35955,URANIUM ROYALTY CORP,10.0,Energy,-343.0,1.4767161210611437,122.0,2.6452732003469213,3211.0,69.62272333044233,458.2205600000001,3.43,-0.01,Q1 Only
39067,RYAN SPECIALTY HOLDINGS INC,40.0,Financials,-335.7727272727273,1.3117776087637267,123.0,2.6669557675628797,3008.0,65.22116218560278,9310.05771,73.87,-0.22,Q1 Only
50718,BINGEX LTD -ADR,20.0,Industrials,-335.0,2.2096305314681843,124.0,2.6886383347788376,3765.0,81.63486556808326,458.749,6.7,-0.02,Q1 Only
284453,VERONA PHARMA PLC,35.0,Health Care,-334.15789473684214,9.452651539350796,125.0,2.7103209019947965,4538.0,98.39549002601909,5372.904740000001,63.49,-0.19,Q1 Only
38681,GENIUS SPORTS LTD,25.0,Consumer Discretionary,-333.6666666666667,2.3711461495023647,126.0,2.7320034692107544,3846.0,83.39115351257588,2371.12876,10.01,-0.03,Q1 Only
33773,SS INNOVATIONS INTERNATI INC,35.0,Health Care,-333.33333333333337,30.32374678916432,127.0,2.753686036426713,4592.0,99.56634865568084,1935.56,10.0,-0.03,Q1 Only
24481,MADISON SQUARE GARDEN SPORTS,50.0,Communication Services,-330.03389830508473,3.829788088784432,128.0,2.7753686036426712,4214.0,91.37033824804857,4676.39552,194.72,-0.59,Q1 Only
6528,LSB INDUSTRIES INC,15.0,Materials,-329.5,0.712020395633103,129.0,2.7970511708586296,1663.0,36.058109280138765,473.66284,6.59,-0.02,Q1 Only
38329,ALKAMI TECHNOLOGY INC,45.0,Information Technology,-328.125,3.6100188613659743,130.0,2.818733738074588,4174.0,90.50303555941024,2704.275,26.25,-0.08,Q1 Only
105616,BLUE RIDGE BANKSHARES INC,40.0,Financials,-326.0,0.1153972389690601,131.0,2.8404163052905465,535.0,11.600173460537727,286.15628,3.26,-0.01,Q1 Only
38645,GLOBAL-E ONLINE LTD,25.0,Consumer Discretionary,-324.09090909090907,4.74603160432482,132.0,2.8620988725065044,4328.0,93.84215091066783,6029.520149999999,35.65,-0.11,Q1 Only
160684,WESTLAKE CORP,15.0,Materials,-322.6774193548387,0.7643062676838395,133.0,2.8837814397224633,1815.0,39.35385949696444,12827.54711,100.03,-0.31,Q1 Only
21798,FRESHPET INC,30.0,Consumer Staples,-319.88461538461536,2.7217564194008563,134.0,2.9054640069384217,3957.0,85.79791847354727,4056.53358,83.17,-0.26,Q1 Only
10390,TEJON RANCH CO,60.0,Real Estate,-317.0,0.7596859516235325,135.0,2.92714657415438,1803.0,39.09366869037294,425.85779999999994,15.85,-0.05,Q1 Only
38739,FLYWIRE CORP,40.0,Financials,-316.6666666666667,0.9110018597667936,136.0,2.9488291413703385,2278.0,49.39288811795316,1159.741,9.5,-0.03,Q1 Only
187765,ECOSYNTHETIX INC,15.0,Materials,-316.0,3.743089264379587,137.0,2.9705117085862964,4198.0,91.02341717259324,184.78732,3.16,-0.01,Q1 Only
37309,ALLEGRO MICROSYSTEMS INC,45.0,Information Technology,-314.125,3.426213886236146,138.0,2.9921942758022553,4142.0,89.80919340849957,4631.13231,25.13,-0.08,Q1 Only
19000,MARCUS & MILLICHAP INC,60.0,Real Estate,-313.1818181818182,1.4422998563634006,139.0,3.0138768430182132,3164.0,68.60364267129229,1348.3041,34.45,-0.11,Q1 Only
38375,OKLO INC,55.0,Utilities,-308.99999999999994,9.304882639518642,140.0,3.0355594102341716,4535.0,98.3304423243712,3010.6580699999995,21.63,-0.07,Q1 Only
38748,MERIDIANLINK INC,45.0,Information Technology,-308.83333333333337,1.7825107755345215,141.0,3.05724197745013,3495.0,75.7805724197745,1420.4912700000002,18.53,-0.06,Q1 Only
35377,PHREESIA INC,35.0,Health Care,-307.64935064935065,3.825726365329964,142.0,3.0789245446660884,4213.0,91.34865568083261,1484.1216000000002,24.96,-0.07,Both (Averaged)
23990,GLAUKOS CORP,35.0,Health Care,-307.5625,5.5822221371217315,143.0,3.100607111882047,4408.0,95.57675628794449,5584.44922,98.42,-0.32,Q1 Only
36989,LAIRD SUPERFOOD INC,30.0,Consumer Staples,-307.5,2.7300214023170337,144.0,3.1222896790980053,3962.0,85.90633130962706,65.61435,6.15,-0.02,Q1 Only
25756,PURE STORAGE INC,45.0,Information Technology,-306.2692307692308,4.401320817010461,145.0,3.143972246313963,4297.0,93.16999132697312,14791.98672,45.36,-0.04,Both (Averaged)
27387,IMPINJ INC,45.0,Information Technology,-302.33333333333337,5.7689926535716145,146.0,3.1656548135299225,4419.0,95.81526452732004,2623.6789,90.7,-0.3,Q1 Only
39378,CCC INTELLIGENT SOLUTIONS HL,45.0,Information Technology,-301.0,1.9007102473772164,147.0,3.1873373807458805,3586.0,77.75368603642671,5947.483079999999,9.03,-0.03,Q1 Only
36273,PROCORE TECHNOLGY INC,45.0,Information Technology,-300.09090909090907,4.797424393728377,148.0,3.2090199479618384,4335.0,93.99392888117953,9843.84608,66.02,-0.22,Q1 Only
19468,FIRM CAPITAL APARTMENT REAL,60.0,Real Estate,-300.0,0.5458219615585622,149.0,3.241543798785776,1251.0,27.12489158716392,22.812,3.0,-0.01,Q1 Only
22997,CNL HEALTHCARE PPTYS INC,60.0,Real Estate,-300.0,0.7914300114812659,149.0,3.241543798785776,1901.0,41.21856027753686,525.822,3.0,-0.01,Q1 Only
30397,WARRIOR MET COAL INC,15.0,Materials,-298.25,0.8355404143612509,151.0,3.274067649609714,2047.0,44.38421509106678,2508.11548,47.72,-0.16,Q1 Only
34158,VIZSLA SILVER CORP,15.0,Materials,-297.0,1.9415066387852855,152.0,3.295750216825672,3615.0,78.38248048568951,851.2524900000001,2.97,-0.01,Q1 Only
65640,CENTRESPACE,60.0,Real Estate,-294.3181818181818,1.0675618461727,153.0,3.3174327840416304,2620.0,56.80832610581093,1083.59125,64.75,-0.22,Q1 Only
