gvkey,company_name,sector,sector_name,avg_MB,MB_sector_rank,MB_sector_percentile,sector_threshold_mb,market_cap,price,eps,book_equity,dividend_yield_ttm,dlcq,dlttq,cheq,atq,cshoq,data_source
260751,BANK OF NT BUTTERFIELD & SON,40.0,Financials,-0.1296011716010847,13.0,1.5258215962441315,0.017828945575410482,1642.4629200000002,38.92,1.26,1057.81,0.045220966084275435,0.0,135.984,3595.428,14019.789,42.201,Q1 Only
25105,CONIFER HOLDINGS INC,40.0,Financials,-0.12513641482058943,14.0,1.643192488262911,0.017828945575410482,6.245953,0.511,0.04,25.585,0.0,,17.647,58.565,277.074,12.223,Q1 Only
60953,GREAT AMERICAN BANCORP INC,40.0,Financials,-0.12107708733289556,15.0,1.7605633802816902,0.017828945575410482,18.45,51.25,2.52,24.347,0.01951219512195122,0.0,0.0,42.605,199.501,0.36,Q1 Only
2019,BANK OF NEW YORK MELLON CORP,40.0,Financials,-0.119150494155769,16.0,1.8779342723004695,0.017828945575410482,60003.44958,83.87,1.59,43119.0,0.021819482532490758,17537.0,30869.0,160918.0,440691.0,715.434,Q1 Only
15509,HSBC HLDGS PLC,40.0,Financials,-0.10802303722448002,17.0,1.9953051643192488,0.017828945575410482,202934.648,57.43,1.95,190810.0,0.07574438446804807,,0.0,532876.0,3054361.0,3533.6,Q1 Only
156384,GLOBAL INDEMNITY GROUP LLC,40.0,Financials,-0.10320006465897054,18.0,2.112676056338028,0.017828945575410482,491.77375000000006,34.45,-0.3,687.051,0.04063860667634252,,9.86,678.478,1713.606,14.275,Q1 Only
7315,SIEBERT FINANCIAL CORP,40.0,Financials,-0.09140697920391178,19.0,2.2300469483568075,0.017828945575410482,121.47757999999999,3.01,0.22,93.304,0.0,1.323,5.532,177.161,534.187,40.358,Q1 Only
35881,XP INC,40.0,Financials,-0.06852479080268219,20.0,2.3474178403755865,0.017828945575410482,7306.73625,13.75,0.4,3720.6710000000003,0.04727272727272727,10886.775,991.32,23367.493,61038.665,531.399,Q1 Only
176973,GREENLIGHT CAPITAL RE LTD,40.0,Financials,-0.05328649372518697,21.0,2.464788732394366,0.017828945575410482,468.24735000000004,13.55,0.87,666.804,0.0,,59.834,642.759,2152.096,34.557,Q1 Only
39241,PB BANKSHARES INC,40.0,Financials,-0.05073313280739876,22.0,2.5821596244131455,0.017828945575410482,39.0523,16.45,0.2,49.518,0.0,,,62.75,467.105,2.374,Q1 Only
117018,CF BANKSHARES INC,40.0,Financials,-0.04773324434603647,23.0,2.699530516431925,0.017828945575410482,141.10008,22.04,0.68,172.682,0.011796733212341199,,,241.086,2094.681,6.402,Q1 Only
20677,FIRST FOUNDATION INC,40.0,Financials,-0.04657238407717837,24.0,2.8169014084507045,0.017828945575410482,427.58334,5.19,0.08,1060.611,0.0019267822736030828,,,1013.855,12588.397,82.386,Q1 Only
153616,EAGLE FINANCIAL SERVICES INC,40.0,Financials,-0.046505465805047816,25.0,2.9342723004694835,0.017828945575410482,176.37740999999997,32.79,-1.53,176.475,0.037206465385788354,,,264.946,1904.477,5.379,Q1 Only
61055,AUBURN NATIONAL BANCORP,40.0,Financials,-0.043359898714468305,26.0,3.051643192488263,0.017828945575410482,75.43546,21.59,0.44,83.115,0.05002315886984716,0.0,0.0,118.656,996.786,3.494,Q1 Only
29917,COMMERCIAL NATIONAL FINL CP,40.0,Financials,-0.04183029557470328,27.0,3.169014084507042,0.017828945575410482,41.6325,10.5,0.36,52.115,0.05333333333333334,,,65.503,570.651,3.965,Q1 Only
65136,PINNACLE BANKSHARES CORP,40.0,Financials,-0.03746677493649743,28.0,3.286384976525822,0.017828945575410482,70.81098,31.94,1.02,81.523,0.031308703819661866,,,109.707,1038.147,2.217,Q1 Only
15784,SOCIETE GENERALE GROUP,40.0,Financials,-0.03723720432011511,29.0,3.403755868544601,0.017828945575410482,35702.32101,8.942,0.39,76257.614,0.021728919704764035,166829.473,17452.916,282543.129,1679997.737,3992.655,Q1 Only
177856,QUAINT OAK BANCORP INC,40.0,Financials,-0.03290352538870301,30.0,3.5211267605633805,0.017828945575410482,28.3716,10.8,-0.03,52.264,0.04814814814814815,,,49.771,650.368,2.627,Q1 Only
33704,FIRST WSTRN FINNCIL INC,40.0,Financials,-0.027835529711316788,31.0,3.6384976525821595,0.017828945575410482,190.6836,19.65,0.43,256.555,0.0,,,271.582,2906.3,9.704,Q1 Only
136844,BANK OF THE JAMES FINANCIAL,40.0,Financials,-0.027498018238139573,32.0,3.755868544600939,0.017828945575410482,67.14554,14.78,0.19,68.348,0.027063599458728015,,,94.966,1011.726,4.543,Q1 Only
65050,GLEN BURNIE BANCORP,40.0,Financials,-0.025051973193509006,33.0,3.873239436619718,0.017828945575410482,14.70807,5.07,0.05,19.181,0.03944773175542406,,,23.676,357.973,2.901,Q1 Only
39128,BROOKFIELD WEALTH SOLUTIONS,40.0,Financials,-0.0248052067621388,34.0,3.9906103286384975,0.017828945575410482,10494.28506,52.18,-1.64,12239.0,0.006324262169413568,662.0,3870.0,18539.0,141612.0,201.117,Q1 Only
31774,BRIGHTHOUSE FINANL INC,40.0,Financials,-0.01845583869167082,35.0,4.107981220657277,0.017828945575410482,3355.7653200000004,57.99,-5.04,5239.0,0.0,,3155.0,10842.0,234681.0,57.868,Q1 Only
186838,NEW PEOPLES BANKSHARES INC,40.0,Financials,-0.017801003012215766,36.0,4.225352112676056,0.017828945575410482,67.60182,2.86,0.08,72.572,0.027972027972027975,,,83.28,880.747,23.637,Q1 Only
170396,CUSTOMERS BANCORP INC,40.0,Financials,-0.017679544311646537,37.0,4.342723004694836,0.017828945575410482,1580.2458000000001,50.2,0.3,1864.56,0.0,100.0,1352.015,3428.69,22423.044,31.479,Q1 Only
141667,PACIFIC FINANCIAL CORP,40.0,Financials,-0.017398309555042006,38.0,4.460093896713615,0.017828945575410482,109.218,10.9,0.24,116.949,0.05137614678899083,0.0,13.403,143.829,1218.969,10.02,Q1 Only
28022,BANCFIRST CORP/OK,40.0,Financials,-0.016827292669817893,39.0,4.577464788732395,0.017828945575410482,3652.29854,109.87,1.69,1672.827,0.01647401474469828,0.0,86.171,3974.692,14038.055,33.242,Q1 Only
109599,HERITAGE COMMERCE CORP,40.0,Financials,-0.016251928864370626,40.0,4.694835680751173,0.017828945575410482,586.53672,9.52,0.19,696.19,0.054621848739495805,0.0,68.896,745.05,5514.255,61.611,Q1 Only
117845,MISSION BANCORP/CA,40.0,Financials,-0.015645328372278337,41.0,4.812206572769953,0.017828945575410482,249.55562,94.03,2.7,197.727,0.0,0.0,21.952,301.034,1887.233,2.654,Q1 Only
15576,DEUTSCHE BANK AG,40.0,Financials,-0.013797702209032228,42.0,4.929577464788732,0.017828945575410482,46277.85999999999,23.83,1.09,86464.782,0.020528745279060012,21125.508,126064.571,214596.941,1531342.08,1942.0,Q1 Only
176203,SUMMIT BANK GROUP INC,40.0,Financials,-0.010436989575466906,43.0,5.046948356807512,0.017828945575410482,115.78500000000001,15.0,0.38,112.177,0.0,0.0,18.493,147.684,1284.47,7.719,Q1 Only
163069,KENTUCKY FIRST FEDERAL BNCRP,40.0,Financials,-0.009596493117296198,44.0,5.164319248826291,0.017828945575410482,24.099259999999997,2.98,0.0,48.152,0.0,,,27.753,380.737,8.087,Q1 Only
165630,SUMMIT STATE BANK,40.0,Financials,-0.0092689796428877,45.0,5.28169014084507,0.017828945575410482,62.55171000000001,9.23,0.37,95.341,0.017334777898158175,,,72.408,1063.363,6.777,Q1 Only
17245,TRUSTCO BANK CORP/NY,40.0,Financials,-0.00880460736651708,46.0,5.39906103286385,0.017828945575410482,579.7296,30.48,0.75,687.808,0.047244094488188976,82.275,38.324,756.137,6338.545,19.02,Q1 Only
164395,OP BANCORP,40.0,Financials,-0.00779743180482385,47.0,5.516431924882629,0.017828945575410482,179.26628,12.02,0.37,210.089,0.03993344425956739,,,198.861,2512.971,14.914,Q1 Only
40855,ECB BANCORP INC,40.0,Financials,-0.007643966943742237,48.0,5.633802816901409,0.017828945575410482,137.10750000000002,15.15,0.16,168.578,0.0,,,148.208,1452.191,9.05,Q1 Only
10916,UMB FINANCIAL CORP,40.0,Financials,-0.006861322802802783,49.0,5.751173708920188,0.017828945575410482,7675.2087,101.1,1.22,6748.434,0.01562809099901088,2559.983,654.38,11365.386,69347.313,75.917,Q1 Only
187164,HOMESTREET INC,40.0,Financials,-0.003848139410999828,50.0,5.868544600938967,0.017828945575410482,222.13254,11.74,-0.24,400.751,0.0,,,252.162,7803.631,18.921,Q1 Only
179234,SOUND FINANCIAL BANCORP INC,40.0,Financials,-0.002627325834793947,51.0,5.985915492957746,0.017828945575410482,128.6849,50.15,0.45,104.431,0.015154536390827518,,,131.494,1069.186,2.566,Q1 Only
66355,FIRST NATIONAL CORP/VA,40.0,Financials,-0.0021018803489420935,52.0,6.103286384976526,0.017828945575410482,201.75815,22.45,0.18,168.675,0.027171492204899776,,,206.032,2033.346,8.987,Q1 Only
34992,ALPINE BKS COLO,40.0,Financials,-0.0020674692070275125,53.0,6.220657276995305,0.017828945575410482,255.96699999999998,31.0,1.73,527.935,0.026129032258064518,0.0,119.179,388.925,6664.67,8.257,Q1 Only
164724,MAINSTREET BANCSHARES INC,40.0,Financials,-0.0007683126803713152,54.0,6.338028169014084,0.017828945575410482,128.79416,16.72,0.25,209.618,0.02392344497607656,0.0,72.138,202.64,2222.845,7.703,Q1 Only
25476,BAYFIRST FINANCIAL CORP,40.0,Financials,0.0030180338819326014,55.0,6.455399061032864,0.017828945575410482,69.07817,16.73,-0.17,94.35499999999999,0.019127316198445904,,,65.179,1291.957,4.129,Q1 Only
6742,LINCOLN NATIONAL CORP,40.0,Financials,0.003650208280011906,56.0,6.572769953051644,0.017828945575410482,6129.657449999999,35.91,-4.41,8193.0,0.050125313283208024,0.0,5868.0,10600.0,382898.0,170.695,Q1 Only
20422,HERITAGE INSURANCE HOLDINGS,40.0,Financials,0.00452535971084862,57.0,6.690140845070422,0.017828945575410482,446.91906,14.42,0.99,329.003,0.0,,118.884,555.788,2213.097,30.993,Q1 Only
154499,BANK OF BOTETOURT BUCHANAN,40.0,Financials,0.005016720862135518,58.0,6.807511737089202,0.017828945575410482,65.49940000000001,33.35,0.98,84.803,0.024737631184407794,0.0,0.0,61.158,865.386,1.964,Q1 Only
60990,BNCCORP INC,40.0,Financials,0.0053239531334867965,59.0,6.924882629107981,0.017828945575410482,108.0,32.0,0.5,97.316,0.125,,,102.854,966.575,3.375,Q1 Only
162307,CALIFORNIA BANCRP,40.0,Financials,0.006296533595776155,60.0,7.042253521126761,0.017828945575410482,464.32066000000003,14.33,0.52,531.384,0.0,,,439.241,3983.09,32.402,Q1 Only
161942,BANKFINANCIAL CORP,40.0,Financials,0.008664349246699838,61.0,7.159624413145541,0.017828945575410482,157.50704000000002,12.64,0.17,157.495,0.03164556962025317,0.0,33.253,178.265,1442.121,12.461,Q1 Only
161023,BAYCOM CORP,40.0,Financials,0.008809703416571842,62.0,7.276995305164319,0.017828945575410482,279.13530000000003,25.17,0.51,329.337,0.01986491855383393,,,256.549,2563.798,11.09,Q1 Only
22975,FIRST NORTHWEST BANCRP,40.0,Financials,0.008880983996728589,63.0,7.394366197183098,0.017828945575410482,89.65183999999999,10.16,0.17,157.042,0.02755905511811024,,,70.323,2176.43,8.824,Q1 Only
117034,FIRST CAPITAL INC,40.0,Financials,0.009267556881711382,64.0,7.511737089201878,0.017828945575410482,127.87879999999998,38.15,0.97,120.08,0.029882044560943642,,,116.623,1214.538,3.352,Q1 Only
29944,BENCHMARK BANKSHARES INC,40.0,Financials,0.009466967627504139,65.0,7.629107981220658,0.017828945575410482,111.29272000000002,24.92,1.03,114.839,0.03451043338683788,0.0,0.477,99.611,1284.331,4.466,Q1 Only
15634,NATWEST GROUP PLC,40.0,Financials,0.009967291580143138,66.0,7.746478873239436,0.017828945575410482,48079.32,11.92,0.4,53735.572,0.0464765100671141,0.0,89030.428,127966.14,917361.344,4033.5,Q1 Only
143153,SHORE BANCSHARES INC,40.0,Financials,0.010180088829337615,67.0,7.863849765258216,0.017828945575410482,451.88396,13.54,0.41,552.47,0.03545051698670606,,,389.006,6176.563,33.374,Q1 Only
183582,MERCHANTS & MARINE BANCORP,40.0,Financials,0.010278333885637456,68.0,7.981220657276995,0.017828945575410482,56.525000000000006,42.5,0.42,127.31,0.03411764705882353,,,49.019,730.274,1.33,Q1 Only
29466,FIRST BANCSHARES INC/MO,40.0,Financials,0.01078861710739595,69.0,8.098591549295776,0.017828945575410482,61.050000000000004,25.0,0.71,61.402,0.0,1.3,0.0,56.606,532.413,2.442,Q1 Only
113339,UWHARRIE CAPITAL CORP,40.0,Financials,0.01101006284118482,70.0,8.215962441314554,0.017828945575410482,58.2622062,8.2501,0.34,51.691,0.0,1.467,30.28,77.2,1163.409,7.062,Q1 Only
65162,LINKBANCORP INC,40.0,Financials,0.011606518972576628,71.0,8.333333333333332,0.017828945575410482,253.41606000000002,6.78,0.41,294.066,0.04424778761061947,,,220.182,2863.396,37.377,Q1 Only
66313,OLD POINT FINANCIAL CORP,40.0,Financials,0.011680799565537414,72.0,8.450704225352112,0.017828945575410482,152.8437,29.94,0.42,117.217,0.018704074816299265,,,135.895,1450.988,5.105,Q1 Only
2002,POPULAR INC,40.0,Financials,0.011983965230247577,73.0,8.568075117370892,0.017828945575410482,6372.0520799999995,92.37,2.56,5799.695,0.028580708022085087,257.268,833.149,6575.193,74038.606,68.984,Q1 Only
32665,MERIDIAN CORP,40.0,Financials,0.012370154703063303,74.0,8.685446009389672,0.017828945575410482,162.50400000000002,14.4,0.21,173.266,0.034722222222222224,,,131.225,2528.586,11.285,Q1 Only
18182,FIDELITY D & D BANCORP INC,40.0,Financials,0.012913123176619412,75.0,8.80281690140845,0.017828945575410482,240.00647999999998,41.61,1.04,211.674,0.037490987743330935,0.01,6.19,211.195,2711.31,5.768,Q1 Only
12035,RBB BANCORP,40.0,Financials,0.013286401955404805,76.0,8.92018779342723,0.017828945575410482,292.69350000000003,16.5,0.13,510.234,0.03878787878787879,,,239.423,4009.4,17.739,Q1 Only
158354,GENWORTH FINANCIAL INC,40.0,Financials,0.013289425483634366,77.0,9.03755868544601,0.017828945575410482,2948.5821100000003,7.09,0.14,8710.0,0.0,,1519.0,3308.0,87256.0,415.879,Q1 Only
160423,BANKWELL FINANCIAL GROUP INC,40.0,Financials,0.013393930009582623,78.0,9.15492957746479,0.017828945575410482,238.05984,30.18,0.88,275.214,0.026507620941020545,0.0,109.513,304.928,3183.893,7.888,Q1 Only
66597,FIRST US BANCSHARES INC,40.0,Financials,0.01347070499846047,79.0,9.272300469483568,0.017828945575410482,76.67304,13.36,0.3,101.231,0.017964071856287428,,,61.492,1126.967,5.739,Q1 Only
143356,PRUDENTIAL FINANCIAL INC,40.0,Financials,0.014175626178540238,80.0,9.389671361502346,0.017828945575410482,39535.50176000001,111.68,1.97,29883.0,0.0470093123209169,8955.0,20983.0,58994.0,739262.0,354.007,Q1 Only
31358,FARMERS & MERCHANTS BANCORP,40.0,Financials,0.01634447319236679,81.0,9.507042253521126,0.017828945575410482,700.091,1000.13,32.88,602.306,0.018097647305850242,,,607.254,5680.024,0.7,Q1 Only
162825,HOME FEDERAL BANCORP INC/LA,40.0,Financials,0.01656480381650809,82.0,9.624413145539906,0.017828945575410482,40.70295000000001,13.05,0.24,54.719,0.03946360153256705,,,30.439,619.624,3.119,Q1 Only
144122,MVB FINANCIAL CORP,40.0,Financials,0.016803397173283188,83.0,9.741784037558686,0.017828945575410482,224.29399999999998,17.32,0.28,310.054,0.03926096997690531,4.047,73.85,251.45,3019.687,12.95,Q1 Only
17534,CNB FINANCIAL CORP/PA,40.0,Financials,0.017009111893750276,84.0,9.859154929577464,0.017828945575410482,466.805,22.25,0.5,624.508,0.032134831460674154,0.0,160.433,520.157,6295.508,20.98,Q1 Only
157498,PCB BANCORP,40.0,Financials,0.01722265637023919,85.0,9.976525821596244,0.017828945575410482,269.18077,18.71,0.53,370.864,0.03955104222340994,,,214.348,3183.758,14.387,Q1 Only
